nobs,mean,skew,kurtosis,median,mode,std,low,peak,q25,q75,iqr,gender
687,96.4184185817,0.523688145029,0.0733134815472,100,25,56.8316808956,20.8333333333,275,35,120,85,Male
7818,185.379892556,-0.54885307997,-0.634871973105,200,250,58.3449592469,25,275,135,235,100,not_specified
246,132.720867209,1.09957498083,-0.479132551336,90,90,66.3279385801,40,275,90,193.75,103.75,Male
191,203.452006981,0.644838235667,-0.961814794383,195,175,31.8998012305,165,275,175,230,55,Male
109,118.090432503,-1.02394479208,-0.798570702835,145,150,51.2083593967,22.8571428571,175,45,150,105,Male
51,126.568627451,0.103045539268,-1.86123366254,75,30,94.9947893105,25,260,30,220,190,Male
77,173.701298701,0.183092106514,-1.15709440137,140,135,71.1336888304,35,275,130,260,130,not_specified
180,101.027777778,-0.731143852755,2.06980025129,110,120,30.8792326034,25,205,98.75,120,21.25,Male
89,92.5842696629,-2.09071225788,5.95315246756,95,100,16.5426306542,25,125,90,100,10,Male
115,117.695652174,1.42336097754,2.70124074565,105,100,46.4584290874,25,270,95,127.5,32.5,Male
23,182.826086957,-0.0700712263557,-1.02984855833,185,160,28.0847354082,125,235,160,205,45,Male
157,96.8237791932,2.20118624078,6.67141816738,90,90,34.3243461226,25,245,85,95,10,Male
21,146.428571429,-0.0328129147702,-1.36761719785,125,35,78.4392828144,25,250,100,235,135,Male
60,198.75,-1.07597230245,-0.666475056439,235,240,70.2413992363,70,270,176.25,240,63.75,Male
61,137.459016393,1.67697264187,1.35237407716,115,115,49.5853540548,90,275,115,120,5,Male
29,84.4451911888,0.501153070174,-1.21961065374,70,25,56.8958400607,22.9555236729,190,30,140,110,Male
109,103.302752294,0.845269735154,0.567163610747,100,95,53.3820408565,25,245,80,115,35,Male
159,120.911949686,-4.32785184763,50.1717397515,120,120,9.10897245674,35,160,120,120,0,Male
80,131.6875,0.316550789264,-0.754828057507,112.5,95,50.6824905046,30,250,95,171.25,76.25,Male
68,111.512615244,0.594215074744,4.85363447208,115,130,32.7675580947,30,255,105,125,20,Male
88,127.097537879,-0.426913678316,-1.13289204147,145,180,54.4119391851,25,200,90,175,85,Male
89,121.099396858,0.248977867885,-0.591968331893,110,95,61.4407983312,20.8333333333,275,85,170,85,Male
59,190.153263613,-1.13138526892,0.337798603841,215,215,67.340060271,25,270,160,235,75,Male
175,95.5085714286,1.24872105294,3.88670356574,90,85,26.9014855822,24,190,85,105,20,Male
135,117.827160494,1.08195099808,0.273687672898,105,105,43.620734524,25,245,90,120,30,Male
177,132.259887006,2.6552480527,6.02424396923,120,120,29.8580488347,110,255,120,125,5,Male
24,106.749721373,-1.22791651622,2.69568976452,107.5,95,25.1135243987,23.4260614934,140,95,122.5,27.5,Male
127,156.57480315,1.02908346805,-0.414430249902,130,120,52.9250725283,75,275,120,182.5,62.5,Male
128,146.979166667,0.218380332041,-0.80744637918,125,105,56.485137395,25,265,110,205,95,Male
131,87.417302799,-0.912157842074,-0.287218597661,95,100,32.9347761506,25,145,85,105,20,Male
73,121.369863014,1.85469051606,8.47315348631,115,110,30.2077314105,25,270,110,125,15,Male
113,209.273072061,-0.891115653773,0.792660938008,205,190,46.34510462,70,275,190,250,60,Male
63,216.428571429,-1.0005103015,0.358914184617,220,265,52.0334795415,85,275,185,265,80,Male
83,194.457831325,-0.777222479428,1.13088368008,195,195,33.0389697631,105,270,182.5,210,27.5,not_specified
28,162.321428571,0.706250959713,1.85025459457,147.5,145,46.9894012149,40,275,140,170,30,Male
77,124.523809524,0.743784885414,1.08050300992,115,105,49.9529772702,25,270,105,135,30,Male
36,189.583333333,-2.03964269281,3.84502516595,200,205,46.6573651444,40,245,185,211.25,26.25,Male
14,189.761904762,-0.279615563434,-0.273587493824,197.5,120,38.0259787078,120,260,170,208.75,38.75,Male
130,140.5,1.2296144156,0.607154470945,125,125,47.1080999078,40,275,115,135,20,Male
101,112.772277228,0.395680074066,6.2337611741,115,120,30.069846476,25,240,105,120,15,not_specified
94,134.324371785,0.732863635757,2.0100365333,135,140,22.9521798062,68.1576144835,210,120,145,25,Male
214,100.11682243,-0.325135067627,0.0815749349309,100,120,22.4047390931,35,150,80,120,40,Male
115,140.124223602,1.60530831492,2.07753979631,125,125,48.3519209516,25,275,115,135,20,not_specified
50,178,-1.18953577022,0.325365517559,190,165,71.7565328036,25,275,165,228.75,63.75,Female
32,216.5625,-0.328025066465,-0.997250137125,222.5,235,29.8286119984,160,265,190,240,50,Female
140,119.833333333,0.570423475651,0.471781364182,110,110,41.8720177806,25,230,100,130,30,Male
176,120.028409091,0.361093791034,0.0471172955573,110,95,45.1989410128,25,230,95,135,40,Male
225,101.943280423,0.182776687083,4.56691832895,110,110,33.7806086626,25,255,100,115,15,Male
140,100.952380952,-0.272106327758,8.88168857587,100,100,22.9467489632,25,225,95,110,15,Male
129,161.304909561,0.336027177297,-1.05565567227,160,120,45.0537822164,90,275,120,200,80,Male
149,106.016234962,1.60798632543,22.3658817757,105,100,17.273346171,21.4190093708,215,100,110,10,Male
98,159.285570836,-0.179548903861,1.52532443858,155,145,28.7233840378,44.9859418932,215,145,175,30,Male
178,107.387640449,1.97780982998,5.63468581401,100,100,25.6500052357,70,245,95,113.75,18.75,Male
27,235.555555556,-2.61165840129,6.38792659481,250,250,50.5769185633,40,275,245,260,15,Male
59,202.203389831,-1.8589485164,4.00780266638,210,220,45.5035031846,35,275,200,220,20,Male
138,157.355072464,0.00293119306218,-1.51719819435,115,115,89.5058738842,25,275,110,255,145,Male
94,156.64893617,0.159809193647,-1.56365017766,130,100,54.1637995318,90,275,100,208.75,108.75,Male
123,156.93957115,0.318258633847,-1.32055975078,140,95,55.5432347848,75,265,100,205,105,Male
54,251.018518519,0.0461600216543,-0.814215103644,250,250,15.5569333605,215,275,240,270,30,Female
20,202.5,-0.0290222687641,-1.73245755217,207.5,275,60.2183526842,130,275,135,267.5,132.5,Male
104,173.605769231,0.750203474029,-1.31039378377,140,135,51.3727738184,125,275,135,235,100,Male
139,216.695443645,-0.571557694598,0.171378146315,215,210,37.8269965222,120,275,200,247.5,47.5,Male
128,159.246651786,0.569658987533,-0.711414467597,145,120,53.2742732201,45,270,120,202.5,82.5,Male
36,104.717951691,1.09301596907,-0.273168964331,82.5,40,69.9336430537,35,260,45,105,60,Male
52,140.816777231,0.13851936529,-1.22086361808,130,200,67.2453623293,40,275,78.429835563,200,121.570164437,Male
50,154.389491901,-0.145238416994,-1.37364954557,185,205,72.0189664681,35,275,85,208.75,123.75,Male
90,150.722222222,1.08424438211,-0.14277051288,120,120,43.0346185653,120,270,120,190,70,Male
37,109.054054054,1.46465992662,4.6134769287,105,105,44.0950729281,25,265,95,120,25,Male
47,117.765957447,1.03399900687,1.42808825643,110,105,45.6723822532,25,240,95,122.5,27.5,Male
34,121.490196078,0.397446627163,-1.00550737298,100,95,74.7449797337,24,255,90,185,95,Male
86,113.914728682,1.70698642264,10.7686909665,110,105,27.9658885076,35,265,105,120,15,Male
89,149.382022472,-3.06091537774,12.5008856672,155,145,21.8758014263,40,180,145,160,15,Male
132,113.348484848,1.34460788407,0.950986524941,95,90,42.337386739,32,245,88.75,121.25,32.5,Male
61,127.049180328,0.394143090688,-0.097726815544,120,120,67.2247091159,25,270,110,120,10,Male
65,215.679386726,-0.0947398596859,-0.296445305779,205,205,31.1191773397,150,275,205,248,43,Male
65,125.615384615,2.0000153146,7.78623967447,120,115,30.6783272574,25,245,115,125,10,Male
41,215.975609756,-0.375750459801,-1.61738215359,235,155,49.054716988,125,275,160,260,100,Male
53,168.58490566,0.408290858207,-1.62286241122,135,115,57.2101171823,110,270,115,230,115,Male
129,103.708010336,1.13955564325,5.18232895103,105,105,38.96499031,25,275,90,115,25,Male
164,113.170731707,1.41203520865,4.6596359699,105,105,40.1712203978,25,270,95,120,25,Male
161,109.421472937,1.44382349755,5.26147067506,105,100,36.6480653644,22.8571428571,260,95,120,25,Male
203,114.012432559,1.06249742729,3.80754242942,110,105,43.1028727136,22.8571428571,275,100,125,25,Male
130,107.8,1.18382131372,7.07476768616,105,105,33.9645516566,24,270,95,120,25,Male
25,187.4,-2.02302669882,7.23795201892,185,185,41.2582113039,25,255,175,200,25,Female
68,214.464285714,-0.836319378006,0.545807418728,220,210,30.1624689774,120,270,208.75,230,21.25,Male
134,111.455223881,1.98976028762,7.50080888034,105,105,27.3576684853,30,245,96.25,115,18.75,Male
60,156.174603175,-0.197309838555,-1.46454927068,182.5,275,89.1861335338,25,275,63.75,240,176.25,Male
51,154.112044818,-0.249164272703,-1.40845166099,180,180,87.73167153,24,275,45,235,190,Male
164,150.945121951,0.210995926228,-0.845516726803,140,120,38.7596176969,45,235,120,185,65,Male
28,174.464285714,0.734573938203,-1.33575439124,137.5,130,61.981265685,120,275,130,247.5,117.5,Male
94,112.304964539,0.398793938044,4.63550295664,110,110,34.0751727585,25,235,105,120,15,Male
32,219.53125,-1.52864445981,5.646266089,220,210,29.1911634478,105,275,210,230,20,Male
97,150.375453705,-3.05168105592,26.214045073,150,145,17.9903747172,21.4190093708,200,145,155,10,Male
36,166.388888889,-0.301639401672,-1.18228849387,137.5,125,83.8203362283,25,275,125,247.5,122.5,Male
66,177.5,-0.400726843485,-1.09802422144,180,240,63.5696349278,75,270,145,240,95,Male
154,102.543290043,0.736332047227,0.885898268429,100,145,49.2172489282,30,255,70,145,75,Male
77,239.521600764,-0.915822891987,-0.363543096347,255,255,28.7867072721,170,277.296360485,225,260,35,Female
115,240.27889146,-0.919659662376,-0.346318244478,250,255,25.795926074,175,275,220,255,35,Female
41,145.731707317,-0.395068089668,-1.45670457079,180,25,81.4918892838,25,250,40,220,180,Female
41,235.260753456,-0.95413715226,0.0285989489854,250,260,31.9861470606,155,275,220,260,40,Male
82,128.109756098,0.998543410003,3.97605306789,125,120,43.023251257,25,265,120,130,10,Male
30,133.333333333,1.02687741603,0.515764425937,130,130,6.74948557711,125,150,130,135,5,Male
110,216.285714286,0.300540713069,-0.309925030747,200,200,27.9073473678,140,275,200,250,50,Male
89,228.851179434,0.140449967018,-1.52653466441,230,200,27.1461868688,190,275,200,250,50,Male
208,124.783653846,1.34438102734,7.54683325831,120,120,33.1129524117,25,265,115,130,15,Male
94,107.589940589,-0.936561033795,0.153720660527,115,120,38.0239671897,25,180,100,130,30,Male
202,129.516030174,2.28234020601,12.0028530883,130,130,27.3223618481,25,275,120,135,15,Male
86,163.328488372,0.455637618123,-1.34471561501,115,115,68.3993729319,31.25,275,115,248.75,133.75,Male
104,140.721153846,1.05341462307,4.38358563216,135,140,36.8169737012,30,260,125,145,20,Male
100,116.65984127,0.494419574548,-0.836020150252,110,110,70.714868266,24,250,40,132.5,92.5,Male
99,160.69023569,0.93589420269,0.560352731717,135,130,54.0285133294,30,275,130,177.5,47.5,Male
47,168.404255319,-0.550108577949,-0.795153809892,190,190,61.2555371616,25,265,107.5,215,107.5,Male
30,203,0.457151232387,-1.33096194095,195,165,39.3615717843,150,270,166.25,243.75,77.5,Male
48,165.868055556,-0.790291464709,0.0166488745776,180,175,54.0607828172,30,275,153.75,196.25,42.5,Male
169,134.737500139,1.29537665361,0.231343260866,100,95,57.394417377,95,275,95,150,55,Male
45,205.111111111,-1.44669185542,1.64221431825,225,235,55.2518364591,35,270,165,240,75,Male
32,108.28125,1.65130962814,1.20786875184,85,80,50.5069514863,75,245,80,91.25,11.25,Male
109,214.067278287,0.442717020876,-0.384401529129,210,215,28.8696596331,160,275,195,230,35,Male
99,221.868686869,-1.55455614772,2.48607200953,240,250,49.1882893316,40,275,195,255,60,Male
49,196.530612245,-0.865024632205,-0.39857612023,215,70,67.1064040987,40,275,160,250,90,Male
47,165.319148936,0.139676648478,-1.84188710845,120,105,65.577664329,95,255,102.5,232.5,130,Male
82,167.215447154,0.192229836019,-1.71110961982,135,235,59.9842204172,90,275,110,235,125,Male
40,203.125,-1.74281453895,5.14711898666,200,200,25.5853351551,100,245,200,220,20,Male
185,167.702702703,-2.277622197,6.91801514913,170,160,37.4633982563,25,235,160,185,25,Female
46,202.717391304,1.02395278667,0.977504965667,200,200,27.1410671056,165,275,185,210,25,Male
32,219.6875,0.274989281593,-0.575461189497,217.5,210,22.0063023643,180,270,205,235,30,Male
140,72.6166666667,0.590509498534,-0.0863682476718,90,25,44.828472475,24,210,30,105,75,Male
97,132.268041237,1.53699189261,1.00445867863,115,100,46.523581309,90,265,100,130,30,Male
99,162.642113126,-0.735950144955,-0.743563037596,190,200,65.8509325147,25,270,112.5,210,97.5,not_specified
27,148.148148148,0.345060097572,-1.79058250044,120,105,43.5283676798,105,205,110,200,90,Male
31,175.161290323,0.111221618804,-1.5220115616,180,180,58.6884045118,90,270,115,227.5,112.5,Male
196,128.133447473,1.25816450837,6.6055732955,125,120,30.7571991214,20.451640392,275,115,140,25,Male
130,116.145183594,0.152219863518,9.89822184269,115,110,21.9744612456,30,240,106.25,130,23.75,Male
79,166.217624837,-0.557928467191,-1.02236125041,195,200,74.4304743793,22.9555236729,270,100,225,125,Male
70,117.785714286,-0.331634576126,3.80835948809,115,115,18.315405582,40,165,106.25,125,18.75,Male
82,149.044715447,0.34221915491,-0.207215756958,127.5,115,59.9299673082,25,275,115,195,80,Male
61,145.245901639,0.00889411946279,-1.26158705422,120,110,73.4089501261,25,265,95,215,120,not_specified
81,167.222222222,0.396767445428,-1.24227202629,130,125,64.8597727675,25,275,120,250,130,Male
87,200.287356322,-0.616094051624,-1.17595320988,225,115,65.0303038195,30,275,120,252.5,132.5,Male
48,191.041666667,-0.377991533354,-1.22328147147,225,120,66.1434546816,25,275,120,250,130,Male
85,223.705882353,-1.33577454267,0.440800796992,240,245,46.1720117742,105,275,220,250,30,Male
66,208.939393939,-0.751193355068,-1.16410477008,237.5,240,54.6650624639,115,265,141.25,250,108.75,Male
80,206.45,-0.890653581143,-0.636295800804,235,235,62.1980506125,25,275,125,255,130,Male
51,196.666666667,0.0156951319574,-1.78528586145,185,130,60.0952403148,115,275,135,257.5,122.5,Male
74,223.513513514,-1.87604770177,3.1038882906,235,235,48.7390301568,30,275,226.25,253.75,27.5,Male
63,191.666666667,-0.0354356800812,-1.88902410999,220,120,65.8401141776,110,275,122.5,255,132.5,Male
59,212.033898305,-1.18301501716,0.432918195386,230,230,57.6967425869,30,275,197.5,255,57.5,not_specified
76,204.539473684,-0.476786462039,-1.47175611482,232.5,270,61.0121732438,105,275,128.75,255,126.25,Male
92,207.880434783,-0.941819363767,-0.491796936491,235,115,61.5922500756,40,275,142.5,250,107.5,Male
83,199.156626506,-0.791457698465,-0.870771226866,225,235,57.6331317714,40,265,127.5,245,117.5,Male
71,203.521126761,-0.371198256251,-1.55352006817,225,125,57.153083082,115,275,135,250,115,Male
52,187.568681319,-0.61597280122,-0.754318488959,222.5,125,73.5601265745,25,275,125,251.25,126.25,Male
60,198.534229267,-0.919172469454,1.77738372781,202.5,210,46.9904168798,22.0537560303,275,182.5,230,47.5,Male
121,122.754820937,0.332005561577,0.690216490073,125,125,56.265273712,25,275,100,145,45,Male
77,206.617192331,-0.512797178672,-1.30126267582,230,120,59.0941616606,115,275,120,255,135,Male
77,155.027431549,0.774759505685,-0.0130007696452,160,120,38.6752547098,115,275,120,180,60,Male
62,150.811507736,0.475371811532,-0.115377075914,160,115,38.6360484253,100,270,115,175,60,Male
86,154.341085271,0.221442859182,2.01249628264,150,135,41.4360120229,25,270,133.75,165,31.25,Male
111,156.417846418,-0.733861979807,0.187436756311,165,205,54.1725006865,24,275,125,205,80,Male
65,197.598030811,0.00979724735831,-1.33130685677,185,185,51.3842816575,105,275,150,245,95,Male
158,174.334641304,-0.598581875066,-1.07878169427,215,225,81.0776997767,21.2765957447,275,115,240,125,Male
13,236.538461538,-1.81763817505,1.49028628154,255,255,43.8259062561,135,270,245,255,10,Male
120,145.108333333,1.41743219575,0.324989207738,130,120,37.1949359979,120,240,120,137.5,17.5,Male
119,140.042016807,-0.0489979061908,-1.18579629093,145,195,57.2716356619,25,255,90,190,100,Male
176,159.52262918,-0.20587532328,-1.58595430597,180,90,56.8317310394,87.6494023904,275,90,205,115,Female
112,115.279761905,2.40434879801,6.47210283954,107.5,110,34.1616881847,40,260,100,115,15,Male
54,125.6194222,3.23385543671,10.3713024841,120,120,34.2666592742,80,265,120,120,0,Male
15,138.333333333,-0.0711108214625,-1.74839624129,125,25,93.4641939759,25,260,30,227.5,197.5,Male
124,99.5161290323,-1.24759010409,7.82621583621,100,105,13.9760647185,25,135,90,105,15,Male
132,99.0909090909,0.12989944787,9.20659771921,97.5,95,14.9724264473,25,165,90,105,15,Male
71,147.394366197,0.476161441968,-0.416957418931,120,120,63.1221661192,25,275,115,202.5,87.5,Male
53,196.518333927,-0.22283867736,-1.73419719325,235,260,63.3148514639,75.4716981132,265,135,260,125,Male
13,115.256410256,0.15554431816,-0.77544675358,100,40,53.9541042451,40,220,93.3333333333,150,56.6666666667,Male
34,128.382352941,0.180920721873,-1.53235378741,140,45,80.1718795889,45,270,45,195,150,Male
83,168.339221433,-0.167453774084,-1.10801851245,180,90,56.4738417385,77.2946859903,278.838174274,105.040565883,210,104.959434117,Male
50,157.5,1.11531810524,-0.726888945038,120,120,63.4684961221,120,275,120,210,90,Male
114,136.703729944,1.9421902916,2.67349453912,120,120,29.9299088778,120,250,120,135,15,Male
63,96.9841269841,0.243304085615,-0.277315895337,95,95,3.83588761066,90,105,95,100,5,Male
66,160.378787879,0.685378154918,-1.06907375162,120,120,63.7128418509,25,275,120,250,130,Male
70,126.071428571,1.62950355579,2.49832840671,112.5,105,53.8907151898,30,275,105,130,25,Male
61,151.229508197,0.395345327038,-0.158180122305,140,115,47.972462539,25,250,115,180,65,Male
58,186.637931034,-0.598872695395,-1.20986836727,220,90,72.8033956853,40,275,96.25,248.75,152.5,Male
187,95.2245989305,0.516769640203,-1.37474157177,70,30,69.1945473589,25,255,35,170,135,Male
159,184.464210842,-0.444086993865,-0.761387220012,195,120,41.0807838067,120,270,171.5,209,37.5,Male
126,160.241297818,-0.68506197879,-0.745777729554,190,195,43.6157265387,30.0187617261,210,125,195,70,Male
110,178.88961039,0.0687904484672,-1.59765167291,197.5,115,63.7077617622,45,275,115,225,110,Male
117,223.948717949,1.59397492629,1.88335918656,215,215,18.1143154517,195,275,215,230,15,Male
119,162.352941176,0.69499375156,-0.798539884767,135,130,50.087417403,40,265,130,210,80,Male
